BioSample	BioSampleModel	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	description	disease_stat	env_biome	env_feature	env_material	genotype	geo_loc_name	host	host_age	host_color	host_diet	host_sex	host_subject_id	host_taxid	host_tot_mass	lat_lon	lib_const_meth	nucl_acid_amp	nucl_acid_ext	perturbation	samp_mat_process	samp_size	samp_store_temp	sample_title	seq_methods	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	organism	target_gene	target_subfragment
SAMN11391839	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673661	M5D142_S145_L001_R1_001.fastq.gz.M5D142	6	3	SRR8888120	SRS4615791	M5D142	2010-03-21	"Male 5, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	male	M5	10090	23.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392063	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673662	F5D2_S250_L001_R1_001.fastq.gz.F5D2	8	5	SRR8888119	SRS4616102	F5D2	2009-11-01	"Female 5, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	female	F5	10090	9.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391988	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673664	F8D142_S357_L001_R1_001.fastq.gz.F8D142	3	2	SRR8888117	SRS4615942	F8D142	2010-03-21	"Female 8, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	female	F8	10090	20.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391789	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673665	M6D4_S160_L001_R1_001.fastq.gz.M6D4	11	6	SRR8888116	SRS4616071	M6D4	2009-11-03	"Male 6, Day 4"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	25	black	Irradiated Lab Diet 5053	male	M6	10090	7.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D4	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392047	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673668	F6D125_S303_L001_R1_001.fastq.gz.F6D125	6	4	SRR8888113	SRS4615991	F6D125	2010-03-04	"Female 6, Day 125"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	146	black	Irradiated Lab Diet 5053	female	F6	10090	18.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D125	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391927	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673670	M2D148_S56_L001_R1_001.fastq.gz.M2D148	3	2	SRR8888111	SRS4615796	M2D148	2010-03-27	"Male 2, Day 148"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	169	black	Irradiated Lab Diet 5053	male	M2	10090	25.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D148	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391960	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673671	M1D144_S23_L001_R1_001.fastq.gz.M1D144	5	3	SRR8888110	SRS4615851	M1D144	2010-03-23	"Male 1, Day 144"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	165	black	Irradiated Lab Diet 5053	male	M1	10090	28.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D144	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391835	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673675	M5D146_S149_L001_R1_001.fastq.gz.M5D146	5	3	SRR8888106	SRS4616044	M5D146	2010-03-25	"Male 5, Day 146"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	167	black	Irradiated Lab Diet 5053	male	M5	10090	24.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D146	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392034	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673678	F6D165_S314_L001_R1_001.fastq.gz.F6D165	2	1	SRR8888103	SRS4616021	F6D165	2010-04-13	"Female 6, Day 165"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	186	black	Irradiated Lab Diet 5053	female	F6	10090	18.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D165	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392062	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673681	F5D21_S263_L001_R1_001.fastq.gz.F5D21	2	1	SRR8888100	SRS4615936	F5D21	2009-11-20	"Female 5, Day 21"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	42	black	Irradiated Lab Diet 5053	female	F5	10090	15.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D21	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392081	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673684	F5D1_S249_L001_R1_001.fastq.gz.F5D1	6	4	SRR8888097	SRS4615855	F5D1	2009-10-31	"Female 5, Day 1"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	22	black	Irradiated Lab Diet 5053	female	F5	10090	8.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D1	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391864	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673687	M4D149_S120_L001_R1_001.fastq.gz.M4D149	2	1	SRR8888094	SRS4615969	M4D149	2010-03-28	"Male 4, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	male	M4	10090	26.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391951	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673689	M1D2_S3_L001_R1_001.fastq.gz.M1D2	0	0	SRR8888070	SRS4615762	M1D2	2009-11-01	"Male 1, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	male	M1	10090	10.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392069	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673690	F5D149_S276_L001_R1_001.fastq.gz.F5D149	4	2	SRR8888091	SRS4615993	F5D149	2010-03-28	"Female 5, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	female	F5	10090	19.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391871	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673693	M4D142_S113_L001_R1_001.fastq.gz.M4D142	6	4	SRR8888088	SRS4616086	M4D142	2010-03-21	"Male 4, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	male	M4	10090	25.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392017	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673694	F7D1_S317_L001_R1_001.fastq.gz.F7D1	5	3	SRR8888087	SRS4615903	F7D1	2009-10-31	"Female 7, Day 1"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	22	black	Irradiated Lab Diet 5053	female	F7	10090	9.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D1	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392132	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673698	F3D145_S211_L001_R1_001.fastq.gz.F3D145	3	2	SRR8888083	SRS4615884	F3D145	2010-03-24	"Female 3, Day 145"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	166	black	Irradiated Lab Diet 5053	female	F3	10090	20.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D145	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391824	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673699	M5D25_S140_L001_R1_001.fastq.gz.M5D25	4	2	SRR8888082	SRS4615800	M5D25	2009-11-24	"Male 5, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	male	M5	10090	18.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391976	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673700	F8D4_S346_L001_R1_001.fastq.gz.F8D4	2	1	SRR8888081	SRS4615987	F8D4	2009-11-03	"Female 8, Day 4"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	25	black	Irradiated Lab Diet 5053	female	F8	10090	10.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D4	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391852	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673703	M4D45_S109_L001_R1_001.fastq.gz.M4D45	2	1	SRR8888078	SRS4615966	M4D45	2009-12-14	"Male 4, Day 45"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	66	black	Irradiated Lab Diet 5053	male	M4	10090	22	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D45	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391791	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673706	M6D3_S159_L001_R1_001.fastq.gz.M6D3	5	3	SRR8888075	SRS4615833	M6D3	2009-11-02	"Male 6, Day 3"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	24	black	Irradiated Lab Diet 5053	male	M6	10090	8.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D3	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391974	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673711	F8D5_S347_L001_R1_001.fastq.gz.F8D5	3	2	SRR8888069	SRS4615907	F8D5	2009-11-04	"Female 8, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	female	F8	10090	11.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391858	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673712	M4D2_S94_L001_R1_001.fastq.gz.M4D2	1	1	SRR8888068	SRS4615950	M4D2	2009-11-01	"Male 4, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	male	M4	10090	9.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392083	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673715	F4D9_S227_L001_R1_001.fastq.gz.F4D9	3	1	SRR8888065	SRS4615868	F4D9	2009-11-08	"Female 4, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	female	F4	10090	13.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391992	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673719	F8D0_S342_L001_R1_001.fastq.gz.F8D0	5	3	SRR8888061	SRS4615857	F8D0	2009-10-30	"Female 8, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	female	F8	10090	7.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391999	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673722	F7D4_S320_L001_R1_001.fastq.gz.F7D4	2	1	SRR8888058	SRS4615792	F7D4	2009-11-03	"Female 7, Day 4"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	25	black	Irradiated Lab Diet 5053	female	F7	10090	8.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D4	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391914	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673723	M2D6_S36_L001_R1_001.fastq.gz.M2D6	8	5	SRR8888057	SRS4615813	M2D6	2009-11-05	"Male 2, Day 6"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	27	black	Irradiated Lab Diet 5053	male	M2	10090	13.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D6	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392105	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673726	F4D143_S239_L001_R1_001.fastq.gz.F4D143	18	11	SRR8888054	SRS4616063	F4D143	2010-03-22	"Female 4, Day 143"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	164	black	Irradiated Lab Diet 5053	female	F4	10090	22.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D143	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392139	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673729	F3D11_S198_L001_R1_001.fastq.gz.F3D11	8	5	SRR8888051	SRS4616094	F3D11	2009-11-10	"Female 3, Day 11"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	32	black	Irradiated Lab Diet 5053	female	F3	10090	14.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D11	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391930	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673730	M2D145_S53_L001_R1_001.fastq.gz.M2D145	3	2	SRR8888050	SRS4615876	M2D145	2010-03-24	"Male 2, Day 145"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	166	black	Irradiated Lab Diet 5053	male	M2	10090	26.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D145	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392117	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673731	F3D6_S194_L001_R1_001.fastq.gz.F3D6	3	2	SRR8888049	SRS4615990	F3D6	2009-11-05	"Female 3, Day 6"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	27	black	Irradiated Lab Diet 5053	female	F3	10090	11.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D6	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391910	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673734	M2D9_S39_L001_R1_001.fastq.gz.M2D9	5	3	SRR8888046	SRS4615937	M2D9	2009-11-08	"Male 2, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	male	M2	10090	15.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391782	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673735	M6D9_S165_L001_R1_001.fastq.gz.M6D9	4	2	SRR8888045	SRS4616060	M6D9	2009-11-08	"Male 6, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	male	M6	10090	12.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391981	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673736	F8D149_S364_L001_R1_001.fastq.gz.F8D149	1	0	SRR8888044	SRS4615827	F8D149	2010-03-28	"Female 8, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	female	F8	10090	21.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
