AvgSpotLen	BioSample	BioSampleModel	Cultivar	DATASTORE_provider	DATASTORE_region	Experiment	ID	InsertSize	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Plant	ReleaseDate	Rice_Field	Run	SRA_Sample	Sample_Name	collection_date	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
494	SAMN02929883	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660367	JE.Soil.265	250	PAIRED	GHRun1	2016-06-09	39	22		2014-07-26		SRR1524785	SRS665366	JE.Soil.265	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929884	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660368	JE.Soil.266	250	PAIRED	GHRun1	2016-06-09	31	18		2014-07-26		SRR1524786	SRS665367	JE.Soil.266	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929885	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660369	JE.Soil.268	250	PAIRED	GHRun1	2016-06-09	34	18		2014-07-26		SRR1524787	SRS665368	JE.Soil.268	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929886	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660371	JE.Soil.269	250	PAIRED	GHRun1	2016-06-09	44	25		2014-07-26		SRR1524788	SRS665370	JE.Soil.269	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929887	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660372	JE.Soil.270	250	PAIRED	GHRun1	2016-06-09	38	22		2014-07-26		SRR1524789	SRS665371	JE.Soil.270	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929888	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660373	JE.Soil.272	250	PAIRED	GHRun1	2016-06-09	31	18		2014-07-26		SRR1524790	SRS665372	JE.Soil.272	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929889	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660374	JE.Soil.273	250	PAIRED	GHRun1	2016-06-09	28	16		2014-07-26		SRR1524791	SRS665373	JE.Soil.273	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929890	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660375	JE.Soil.274	250	PAIRED	GHRun1	2016-06-09	27	15		2014-07-26		SRR1524792	SRS665374	JE.Soil.274	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929891	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660376	JE.Soil.276	250	PAIRED	GHRun1	2016-06-09	26	13		2014-07-26		SRR1524793	SRS665375	JE.Soil.276	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929892	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660377	JE.Soil.278	250	PAIRED	GHRun1	2016-06-09	26	15		2014-07-26		SRR1524794	SRS665376	JE.Soil.278	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929893	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660378	JE.Soil.279	250	PAIRED	GHRun1	2016-06-09	32	18		2014-07-26		SRR1524795	SRS665377	JE.Soil.279	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929894	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660380	JE.Soil.280	250	PAIRED	GHRun1	2016-06-09	21	11		2014-07-26		SRR1524796	SRS665379	JE.Soil.280	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929895	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660381	JE.Soil.281	250	PAIRED	GHRun1	2016-06-09	24	13		2014-07-26		SRR1524797	SRS665380	JE.Soil.281	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929896	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660382	JE.Soil.282	250	PAIRED	GHRun1	2016-06-09	25	15		2014-07-26		SRR1524798	SRS665381	JE.Soil.282	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929897	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660383	JE.Soil.283	250	PAIRED	GHRun1	2016-06-09	24	14		2014-07-26		SRR1524799	SRS665382	JE.Soil.283	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929898	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660384	JE.Soil.284	250	PAIRED	GHRun1	2016-06-09	24	13		2014-07-26		SRR1524800	SRS665383	JE.Soil.284	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929899	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660385	JE.Soil.285	250	PAIRED	GHRun1	2016-06-09	29	17		2014-07-26		SRR1524801	SRS665384	JE.Soil.285	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929900	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660386	JE.Soil.286	250	PAIRED	GHRun1	2016-06-09	33	19		2014-07-26		SRR1524802	SRS665385	JE.Soil.286	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929901	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660388	JE.Soil.287	250	PAIRED	GHRun1	2016-06-09	36	20		2014-07-26		SRR1524803	SRS665387	JE.Soil.287	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929902	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660389	JE.Soil.288	250	PAIRED	GHRun1	2016-06-09	30	16		2014-07-26		SRR1524804	SRS665388	JE.Soil.288	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929903	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660390	JE.Soil.290	250	PAIRED	GHRun1	2016-06-09	22	12		2014-07-26		SRR1524805	SRS665389	JE.Soil.290	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929904	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660391	JE.Soil.291	250	PAIRED	GHRun1	2016-06-09	33	19		2014-07-26		SRR1524806	SRS665390	JE.Soil.291	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929905	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660392	JE.Soil.293	250	PAIRED	GHRun1	2016-06-09	34	20		2014-07-26		SRR1524807	SRS665391	JE.Soil.293	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929906	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660393	JE.Soil.294	250	PAIRED	GHRun1	2016-06-09	112	65		2014-07-26		SRR1524808	SRS665392	JE.Soil.294	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929907	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660394	JE.Soil.295	250	PAIRED	GHRun1	2016-06-09	32	18		2014-07-26		SRR1524809	SRS665393	JE.Soil.295	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929908	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660396	JE.Soil.296	250	PAIRED	GHRun1	2016-06-09	41	23		2014-07-26		SRR1524810	SRS665395	JE.Soil.296	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929909	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660397	JE.Soil.298	250	PAIRED	GHRun1	2016-06-09	80	46		2014-07-26		SRR1524811	SRS665396	JE.Soil.298	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929910	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660398	JE.Soil.300	250	PAIRED	GHRun1	2016-06-09	58	32		2014-07-26		SRR1524812	SRS665397	JE.Soil.300	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929911	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660399	JE.Soil.301	250	PAIRED	GHRun1	2016-06-09	58	34		2014-07-26		SRR1524813	SRS665398	JE.Soil.301	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929912	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660401	JE.Soil.302	250	PAIRED	GHRun1	2016-06-09	99	58		2014-07-26		SRR1524814	SRS665400	JE.Soil.302	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929913	MIMS.me	M104	sra-sos	sra-sos.public	SRX660402	JE.Soil.303	250	PAIRED	GHRun1	2016-06-09	27	15		2014-07-26		SRR1524815	SRS665401	JE.Soil.303	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929914	MIMS.me	M104	sra-sos	sra-sos.public	SRX660403	JE.Soil.304	250	PAIRED	GHRun1	2016-06-09	47	26		2014-07-26		SRR1524816	SRS665402	JE.Soil.304	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929915	MIMS.me	IR50	sra-sos	sra-sos.public	SRX660404	JE.Soil.307	250	PAIRED	GHRun1	2016-06-09	61	35		2014-07-26		SRR1524817	SRS665403	JE.Soil.307	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929916	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660405	JE.Soil.308	250	PAIRED	GHRun1	2016-06-09	66	36		2014-07-26		SRR1524818	SRS665404	JE.Soil.308	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929917	MIMS.me	Soil	sra-sos	sra-sos.public	SRX660406	JE.Soil.309	250	PAIRED	GHRun1	2016-06-09	41	24		2014-07-26		SRR1524819	SRS665405	JE.Soil.309	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929918	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660407	JE.Soil.310	250	PAIRED	GHRun1	2016-06-09	31	18		2014-07-26		SRR1524820	SRS665406	JE.Soil.310	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929919	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660408	JE.Soil.312	250	PAIRED	GHRun1	2016-06-09	35	19		2014-07-26		SRR1524821	SRS665407	JE.Soil.312	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929920	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660409	JE.Soil.314	250	PAIRED	GHRun1	2016-06-09	44	25		2014-07-26		SRR1524822	SRS665408	JE.Soil.314	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929921	MIMS.me	Glab_E	sra-sos	sra-sos.public	SRX660410	JE.Soil.315	250	PAIRED	GHRun1	2016-06-09	24	14		2014-07-26		SRR1524823	SRS665409	JE.Soil.315	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929922	MIMS.me	Glab_E	sra-sos	sra-sos.public	SRX660411	JE.Soil.316	250	PAIRED	GHRun1	2016-06-09	49	28		2014-07-26		SRR1524824	SRS665410	JE.Soil.316	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929923	MIMS.me	Glab_B	sra-sos	sra-sos.public	SRX660412	JE.Soil.318	250	PAIRED	GHRun1	2016-06-09	41	24		2014-07-26		SRR1524825	SRS665411	JE.Soil.318	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929924	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660413	JE.Soil.319	250	PAIRED	GHRun1	2016-06-09	24	14		2014-07-26		SRR1524826	SRS665412	JE.Soil.319	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929925	MIMS.me	Glab_B	sra-sos	sra-sos.public	SRX660414	JE.Soil.320	250	PAIRED	GHRun1	2016-06-09	22	13		2014-07-26		SRR1524827	SRS665413	JE.Soil.320	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301260	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX858843		0	SINGLE	JE.TC.10	2016-06-09	42	28	1	2015-07-20		SRR2107428	SRS830424	JE.TC.10	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301261	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1100918		250	PAIRED	JE.TC.11	2016-06-09	54	36	2	2015-07-20		SRR2107429	SRS995463	JE.TC.11	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301262	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1100939		250	PAIRED	JE.TC.12	2016-06-09	40	27	3	2015-07-20		SRR2107430	SRS995484	JE.TC.12	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301263	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1100942		250	PAIRED	JE.TC.13	2016-06-09	38	25	1	2015-07-20		SRR2107431	SRS995487	JE.TC.13	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301264	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1100994		250	PAIRED	JE.TC.14	2016-06-09	37	25	2	2015-07-20		SRR2107432	SRS995490	JE.TC.14	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301265	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1101019		250	PAIRED	JE.TC.15	2016-06-09	41	27	3	2015-07-20		SRR2107433	SRS995491	JE.TC.15	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301266	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1101022		250	PAIRED	JE.TC.16	2016-06-09	43	26	1	2015-07-20		SRR2107434	SRS995493	JE.TC.16	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301267	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1101024		250	PAIRED	JE.TC.17	2016-06-09	52	33	2	2015-07-20		SRR2107435	SRS995495	JE.TC.17	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301268	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1101027		250	PAIRED	JE.TC.18	2016-06-09	42	27	3	2015-07-20		SRR2107436	SRS995496	JE.TC.18	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN03301269	Metagenome or environmental	M104	sra-sos	sra-sos.public	SRX1101029		250	PAIRED	JE.TC.19	2016-06-09	62	41	1	2015-07-20		SRR2107437	SRS995498	JE.TC.19	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
